RateBid,time
4.37169,0.0095676166
4.37182,0.0095681954
4.37224,0.0095687741
4.37256,0.0095705105
4.3724,0.009571668
4.37236,0.0095739831
4.3721,0.0095745619
4.37224,0.0095751407
4.37235,0.0095872949
4.37218,0.0095878736
4.37217,0.0095901887
4.37201,0.0095907675
4.37177,0.0095913463
4.37187,0.0095925038
4.37176,0.0095930826
4.37226,0.0095936614
4.37224,0.0096254938
4.37226,0.009635333
4.37202,0.0096411207
4.37213,0.0096416995
4.37215,0.009642857
4.37202,0.0096451721
4.37186,0.0096457509
4.3717,0.0096474872
4.37224,0.009648066
4.37211,0.0096544325
4.37183,0.0096550483
4.37203,0.00965559
4.37181,0.0096561688
4.37185,0.0096567475
4.37177,0.0096573263
4.37172,0.0096579051
4.37177,0.0096602202
4.3723,0.009660799
4.37205,0.0096619565
4.37212,0.0096642716
4.37246,0.0096648504
4.37216,0.0096654291
4.37224,0.0096897376
4.37221,0.0097128885
4.37226,0.0097134672
4.37213,0.009714046
4.37226,0.0097204125
4.37203,0.0097273578
4.37226,0.0097296729
4.37221,0.0097545601
4.37224,0.0097551389
4.37221,0.0097603478
4.37226,0.0097609636
4.37213,0.0097615054
4.37226,0.0097696082
4.37156,0.0097782897
4.37198,0.0097788685
4.37195,0.0097794473
4.3718,0.0097800261
4.37183,0.0097811836
4.37138,0.0097817624
4.37156,0.0097823412
4.37185,0.0097858138
4.37207,0.0097863925
4.37185,0.0097869713
4.37168,0.0097898652
4.37173,0.009790444
4.37166,0.0097921803
4.37168,0.0097927591
4.37158,0.0097933378
4.37165,0.0097939166
4.37155,0.0098112798
4.37165,0.0098130161
4.37168,0.0098245915
4.37207,0.0098413759
4.37172,0.0098766811
4.37174,0.0098795749
4.37165,0.0098824688
4.37166,0.0098859414
4.37168,0.0098923079
4.3716,0.0098975169
4.37163,0.0098980956
4.37144,0.0099004107
4.37137,0.0099009895
4.37147,0.0099033046
4.37157,0.0099171951
4.37192,0.009920089
4.3717,0.0099206678
4.37166,0.0099235616
4.37147,0.0099241404
4.3713,0.0099258767
4.37147,0.0099264555
4.37212,0.0099362946
4.37197,0.0099386097
4.37172,0.0099391885
4.3722,0.0099496064
4.37214,0.0099519215
4.37177,0.0099525002
4.37172,0.0099582879
4.37177,0.0099594825
4.37167,0.009960603
4.37153,0.0100236892
4.37135,0.010024268
4.37133,0.0100271619
4.37115,0.0100294769
4.37169,0.0100300557
4.37224,0.0100306345
4.37227,0.0100312133
4.37235,0.0100329496
4.37237,0.0100352647
4.37195,0.0100358435
4.37193,0.0100364222
4.37178,0.0100381585
4.37182,0.0100393161
4.37143,0.0100398949
4.37207,0.0100404736
4.3717,0.0100410524
4.3713,0.0100416312
4.37135,0.0100439463
4.37098,0.0100462614
4.3719,0.0100468401
4.37173,0.0100479977
4.37194,0.0100526278
4.3719,0.0100532066
4.37194,0.0100537854
4.3719,0.0100555217
4.37196,0.0100561005
4.37245,0.0100566793
4.37215,0.0100589943
4.37211,0.0100613094
4.37175,0.0100618882
4.3718,0.0100647821
4.3717,0.0100682547
4.37161,0.0100705698
4.37157,0.0100711486
4.37158,0.0100717273
4.37173,0.0100723061
4.37193,0.0100740424
4.37195,0.0100746212
4.37214,0.0100775151
4.37243,0.0100971933
4.3725,0.0101029811
4.37185,0.010115714
4.37183,0.0101162928
4.3717,0.0101168716
4.37162,0.0101174504
4.37158,0.0101180291
4.37122,0.0101191867
4.37197,0.0101197655
4.37208,0.0101203442
4.37197,0.0101215018
4.3719,0.0101220805
4.37173,0.0101226593
4.37193,0.0101243956
4.37197,0.0101249744
4.37238,0.0101278683
4.37209,0.0101330772
4.37124,0.010133693
4.37203,0.0101342348
4.3714,0.0101348135
4.37079,0.0101400225
4.37115,0.0101406383
4.3715,0.01014118
4.37148,0.0101440739
4.37139,0.0101446526
4.37105,0.010146389
4.37155,0.0101469678
4.37149,0.0101487041
4.37186,0.0101492828
4.3715,0.0101498616
4.37147,0.0101515979
4.3711,0.0101521767
4.37075,0.0101533343
4.37074,0.0101550706
4.3715,0.0101556493
4.3713,0.0101573856
4.37095,0.0101585432
4.371,0.010159122
4.37113,0.0101602795
4.3715,0.0101608583
4.37146,0.0101631734
4.37152,0.0101637522
4.37154,0.0101643309
4.37138,0.0101649097
4.37177,0.0101654885
4.37145,0.0101660672
4.37143,0.0101678035
4.37157,0.0101683823
4.37178,0.0101759064
4.37185,0.0101816941
4.37155,0.0101828516
4.3712,0.0101851667
4.37104,0.0101857455
4.3713,0.0101880606
4.3717,0.0101886393
4.37158,0.0101915332
4.37154,0.010192112
4.37142,0.0101932695
4.37135,0.0101938483
4.37147,0.0101950059
4.37184,0.0102222082
4.37187,0.0102413077
4.37165,0.0102592496
4.37158,0.0102610229
4.3715,0.0102615647
4.37165,0.0102621435
4.37172,0.01026851
4.37177,0.0103153905
4.37135,0.0103796343
4.37134,0.0103813706
4.37075,0.0103825281
4.37072,0.0103836857
4.37059,0.0103860007
4.37125,0.0103865795
4.37095,0.0103871583
4.3709,0.0103894734
4.3712,0.0103900521
4.37116,0.0103923672
4.37105,0.010392946
4.37115,0.0103958399
4.3711,0.0103981549
4.37155,0.0103987337
4.37156,0.0104265148
4.37148,0.0104299874
4.37163,0.0104450355
4.37145,0.0104502445
4.37085,0.010451402
4.37073,0.010456611
4.3713,0.0104571897
4.37065,0.0104577685
4.37061,0.0104600836
4.37115,0.0104606624
4.37105,0.0104612411
4.37103,0.0104635563
4.37105,0.010464135
4.37103,0.0104664501
4.37105,0.0104670289
4.37088,0.0104676076
4.37105,0.0104681864
4.37103,0.010469344
4.3714,0.0104699227
4.37085,0.0105000189
4.37035,0.0105011764
4.37038,0.0105034915
4.37046,0.0105040703
4.37085,0.0105046491
4.37094,0.0105069642
4.3709,0.0105075429
4.3713,0.0105104368
4.37055,0.0105185396
4.3702,0.0105191184
4.37025,0.0105220123
4.37055,0.010522591
4.37062,0.0105243273
4.37074,0.0105249061
4.37075,0.0105254849
4.37073,0.0105278
4.37079,0.0105283787
4.37075,0.0105289575
4.37068,0.0105306938
4.37074,0.0105312726
4.37071,0.0105318514
4.3712,0.0105393754
4.3709,0.010540533
4.37087,0.0105428481
4.37096,0.0105434268
4.3712,0.0105451631
4.37093,0.0105463207
4.3712,0.0105468994
4.37106,0.0105474782
4.37101,0.010548057
4.37121,0.0105486358
4.37101,0.0105515296
4.37087,0.010553266
4.37136,0.0105538447
4.37133,0.0105544235
4.37119,0.0105567386
4.37116,0.0105573174
4.37095,0.0105584749
4.37101,0.0105590537
4.3713,0.0105625263
4.37126,0.0105648414
4.37045,0.0105654202
4.37108,0.010565999
4.37066,0.0105677353
4.37149,0.010568314
4.37123,0.0105688928
4.3711,0.0105706291
4.37135,0.0105712079
4.37133,0.0105717867
4.37119,0.010573523
4.37155,0.0105741018
4.3712,0.0105752593
4.37117,0.0105769956
4.37125,0.0105775744
4.3715,0.0105798895
4.3714,0.0105804683
4.37142,0.010581047
4.37096,0.0105816258
4.3713,0.0105839409
4.3714,0.0105845197
4.37125,0.0105868348
4.3714,0.0105874135
4.37123,0.0105897286
4.3709,0.0105903074
4.37045,0.0105955163
4.37145,0.010598989
4.37105,0.0105995678
4.37093,0.0106041979
4.37095,0.0106047767
4.3707,0.0106070918
4.37069,0.0106099857
4.37123,0.0106105644
4.3705,0.0106111432
4.37041,0.0106134583
4.37074,0.0106140371
4.37085,0.0106146158
4.37076,0.0106180884
4.37062,0.010619246
4.3704,0.0106198248
4.37034,0.0106221769
4.3703,0.0106227557
4.37039,0.0106256125
4.37055,0.0106261913
4.37056,0.0106285064
4.37105,0.0106290851
4.37075,0.0106296639
4.37035,0.010631979
4.37036,0.0106383455
4.37065,0.0106389243
4.37067,0.0106400818
4.37065,0.0106406606
4.37055,0.0106423969
4.37095,0.0106452908
4.37065,0.0106458695
4.36995,0.010649921
4.36996,0.0106533936
4.37034,0.0106539723
4.3706,0.0106545511
4.37058,0.0106568662
4.37095,0.010657445
4.37096,0.0106597601
4.37091,0.0106603388
4.37052,0.0106614964
4.3709,0.0106620752
4.3704,0.0106632327
4.3709,0.0106638115
4.37091,0.0106643903
4.3709,0.010664969
4.37045,0.0106661266
4.3709,0.0106667053
4.37085,0.0106672841
4.37095,0.0106678629
4.37063,0.0106684417
4.37095,0.0106690204
4.37087,0.010670178
4.37095,0.0106707567
4.37053,0.0106713355
4.37045,0.0106719143
4.37095,0.0106724931
4.37085,0.0106730718
4.37095,0.0106736506
4.37063,0.0106742294
4.3705,0.0106748081
4.371,0.0106753869
4.37089,0.0106759657
4.37095,0.0106765445
4.37081,0.0106788596
4.37095,0.0106794383
4.37082,0.0106817534
4.37095,0.0106823322
4.37055,0.010682911
4.3704,0.0106834897
4.37095,0.0106840685
4.37084,0.0106846473
4.37097,0.010685226
4.37063,0.0106858048
4.37055,0.0106863836
4.37102,0.0106869624
4.37087,0.0106875411
4.37097,0.0106881199
4.37054,0.0106886987
4.37097,0.0106892775
4.37082,0.010690435
4.37098,0.0106910138
4.37054,0.0106915926
4.3704,0.0106921713
4.37098,0.0106927501
4.37085,0.0106933289
4.37098,0.0106939077
4.37056,0.0106944864
4.37091,0.0106950652
4.3703,0.010695644
4.37035,0.0106962227
4.37073,0.0106968015
4.37065,0.0107008529
4.37057,0.010703168
4.37015,0.0107037468
4.37021,0.0107043255
4.37031,0.0107049043
4.37026,0.0107060619
4.3707,0.0107066406
4.37045,0.0107072194
4.37043,0.0107089557
4.37035,0.0107095345
4.37085,0.0107101133
4.37073,0.0107124284
4.3709,0.0107130071
4.37062,0.0107135859
4.37028,0.0107153222
4.37051,0.010715901
4.37085,0.0107164798
4.37083,0.0107182161
4.37045,0.0107187948
4.37095,0.0107193736
4.3709,0.0107199524
4.37015,0.0107211099
4.3706,0.0107216887
4.37059,0.0107228463
4.3704,0.010723425
4.37095,0.0107240038
4.37035,0.0107245826
4.37079,0.0107263189
4.37095,0.0107268977
4.3713,0.0107274764
4.3703,0.0107280552
4.3709,0.0107292128
4.37092,0.0107297915
4.37105,0.0107303703
4.37102,0.0107326854
4.37105,0.0107332642
4.37055,0.0107344217
4.37045,0.0107367368
4.37095,0.0107373156
4.3708,0.0107378944
4.37052,0.0107384731
4.3704,0.0107390519
4.3709,0.0107396307
4.37079,0.0107402094
4.3709,0.0107407882
4.37105,0.010741367
4.37054,0.0107419457
4.37105,0.0107425245
4.37104,0.0107436821
4.37079,0.0107442608
4.3711,0.0107448396
4.37045,0.0107454184
4.37046,0.0107471547
4.37105,0.0107477335
4.37144,0.0107483123
4.37105,0.010748891
4.37075,0.0107494698
4.37105,0.0107500486
4.37093,0.0107523637
4.37106,0.0107529424
4.37095,0.0107535212
4.37093,0.0107552575
4.37095,0.0107558363
4.37094,0.0107581514
4.37095,0.0107587301
4.37055,0.0107593089
4.37051,0.0107610452
4.37061,0.010761624
4.37115,0.0107622028
4.3707,0.0107627816
4.37063,0.0107639391
4.3707,0.0107645179
4.37072,0.0107662542
4.37095,0.010766833
4.3705,0.0107674117
4.37051,0.010769148
4.37124,0.0107697268
4.3711,0.0107703056
4.37106,0.0107720419
4.37135,0.0107726207
4.37055,0.0107731995
4.371,0.0107737782
4.37104,0.0107755145
4.37155,0.0107760933
4.37145,0.0108223951
4.3715,0.0109173138
4.3711,0.0109566703
4.37105,0.0109589854
4.37065,0.0109595642
4.37068,0.0109618792
4.3712,0.010962458
4.37095,0.0109641943
4.37087,0.0109705608
4.3711,0.0109711396
4.371,0.0109734547
4.37083,0.0109746122
4.371,0.010975191
4.37091,0.0109757698
4.37075,0.0109763486
4.3711,0.0109769273
4.37089,0.0109798212
4.37076,0.0109815575
4.37095,0.0109821363
4.37045,0.0109861877
4.37051,0.0109908179
4.37106,0.0109913966
4.37091,0.010993133
4.37116,0.0109937117
4.37103,0.0109960268
4.371,0.0109966056
4.37094,0.0110000782
4.37068,0.0110012358
4.37091,0.0110018145
4.37095,0.0110023933
4.37055,0.0110047084
4.37059,0.0110076023
4.37066,0.011008181
4.37095,0.0110087598
4.37088,0.0110104961
4.37073,0.0110110749
4.37125,0.0110185989
4.37131,0.0110469588
4.37125,0.0110481163
4.37117,0.0110486951
4.37125,0.0110492739
4.37094,0.0110498527
4.37112,0.011051589
4.37155,0.0110521677
4.3713,0.0110527465
4.37129,0.0110550616
4.3707,0.0110556404
4.37069,0.0110567979
4.37064,0.0110579555
4.37056,0.0110602706
4.37049,0.0110614281
4.37069,0.0110625856
4.37052,0.0110649007
4.37073,0.0110654795
4.3707,0.0110660583
4.37064,0.0110683734
4.3707,0.0110689521
4.37066,0.0110712672
4.3711,0.011071846
4.37113,0.0110747399
4.37085,0.0111117813
4.37092,0.011117569
4.3713,0.0111181478
4.3708,0.0111187266
4.37069,0.0111216204
4.37062,0.0111233567
4.37101,0.0111239355
4.3709,0.0111245143
4.37085,0.0111291445
4.3709,0.0111297232
4.37055,0.0111308808
4.37052,0.0111337746
4.37085,0.0111343534
4.3707,0.0111349322
4.37054,0.011137826
4.37038,0.0111395624
4.3707,0.0111401411
4.37071,0.0111424562
4.3707,0.011143035
4.3709,0.0111453501
4.37045,0.0111459288
4.37049,0.0111482439
4.3707,0.0111488227
4.37074,0.0111511378
4.3707,0.0111517166
4.37053,0.0111528741
4.3707,0.0111534529
4.37072,0.0111551892
4.3707,0.011155768
4.37055,0.0111563468
4.37053,0.0111569255
4.3707,0.0111575043
4.37071,0.0111580831
4.37045,0.0111586618
4.37089,0.0111609769
4.3707,0.0111615557
4.37074,0.0111638708
4.37045,0.0111644496
4.37048,0.0111667647
4.3706,0.0111673434
4.37047,0.011168501
4.3706,0.0111690798
4.37015,0.0111702373
4.37012,0.0111731312
4.3707,0.0111737099
4.37066,0.011176025
4.37056,0.0111766038
4.3707,0.0111771826
4.37102,0.0112078575
4.37065,0.0112090151
4.37015,0.0112136452
4.3703,0.011214224
4.37027,0.0112165391
4.3705,0.0112171179
4.37047,0.011219433
4.37095,0.0112200117
4.3708,0.0112205905
4.3703,0.0112211693
4.37075,0.0112217481
4.37092,0.0112229056
4.37082,0.0112234844
4.3703,0.0112240631
4.37034,0.0112257995
4.37071,0.0112263782
4.37093,0.0112286933
4.37095,0.0112292721
4.37067,0.0112298509
4.37125,0.011232166
4.37065,0.0112379537
4.3711,0.0112385324
4.3704,0.0112391112
4.37095,0.01123969
4.3704,0.0112402688
4.37073,0.0112414263
4.37057,0.0112420051
4.3701,0.0112425838
4.3698,0.0112431626
4.37016,0.0112437414
4.37031,0.0112466352
4.37035,0.0112489503
4.3707,0.0112495291
4.37071,0.0112501079
4.37025,0.0112506867
4.37028,0.011252423
4.37085,0.0112530018
4.37087,0.0112535805
4.37086,0.0112564744
4.37071,0.0112570532
4.37055,0.0112582107
4.37068,0.0112587895
4.37061,0.011259947
4.37045,0.0112605258
4.3708,0.0112611045
4.37058,0.0112616833
4.37092,0.0112622621
4.37099,0.0112657347
4.37063,0.0112663135
4.37097,0.0112668923
4.37087,0.0112674711
4.3709,0.0112697862
4.37107,0.0112721012
4.37103,0.0112738375
4.37091,0.0112744163
4.3714,0.0112749951
4.37152,0.0112767314
4.37145,0.0112773102
4.3708,0.0112784677
4.3707,0.0112790465
4.37106,0.0112807828
4.3709,0.0112819404
4.37142,0.0112825191
4.3714,0.0112830979
4.37139,0.0112848342
4.37133,0.011285413
4.37136,0.0112877281
4.3717,0.0112883069
4.37126,0.0112888856
4.3711,0.0112894644
4.37095,0.0112917795
4.37063,0.0112923583
4.37054,0.0112929371
4.3711,0.0112958309
4.37101,0.0112975672
4.37096,0.011298146
4.37141,0.0112987248
4.3711,0.0112993035
4.37124,0.0113016186
4.37114,0.0113039337
4.37098,0.01130567
4.3711,0.0113062488
4.37098,0.0113091427
4.3704,0.0113097214
4.37059,0.0113103002
4.37068,0.0113114578
4.3707,0.0113120365
4.37074,0.0113149304
4.37084,0.0113155092
4.37079,0.0113166667
4.37076,0.0113178242
4.37089,0.011318403
4.37076,0.0113207181
4.37099,0.0113218757
4.37114,0.0113224544
4.3711,0.0113230332
4.37109,0.0113253483
4.37099,0.0113259271
4.37084,0.0113293997
4.37125,0.0113299785
4.3709,0.0113305572
4.3708,0.0113351874
4.3707,0.0113357662
4.3703,0.0113375025
4.37032,0.0113589171
4.37088,0.0113594959
4.37038,0.0113618109
4.37077,0.0113623897
4.37098,0.0113670199
4.37078,0.0113675987
4.37099,0.0113699138
4.37085,0.0113704926
4.37045,0.0113716501
4.37048,0.0113739652
4.37072,0.0113745439
4.37097,0.011376859
4.37086,0.0113774378
4.37099,0.0113797529
4.37085,0.0113803317
4.37084,0.0113826468
4.37094,0.0113832255
4.3706,0.0113861194
4.37069,0.0113884345
4.37099,0.0113890132
4.37086,0.011389592
4.37102,0.0113942222
4.37088,0.011394801
4.37104,0.0113971161
4.37092,0.0113976948
4.3707,0.0113988524
4.37085,0.0114029038
4.37072,0.0114034826
4.37092,0.0114040613
4.37091,0.0114069552
4.37084,0.011407534
4.37069,0.0114086915
4.37093,0.0114092703
4.37124,0.0114115854
4.37104,0.0114121641
4.37125,0.0114144792
4.37132,0.011415058
4.3715,0.0114260547
4.37115,0.0114451542
4.37104,0.0114457329
4.3708,0.0114463117
4.37104,0.0114468905
4.37135,0.0114474693
4.37124,0.011448048
4.3704,0.0114497844
4.37063,0.0114503631
4.37083,0.0114515207
4.37115,0.0114520995
4.37093,0.0114526782
4.3707,0.0114555721
4.37081,0.0114573084
4.37093,0.0114578872
4.37118,0.0114602023
4.37103,0.011460781
4.37101,0.0114648325
4.37093,0.0114671475
4.3705,0.0114677263
4.37066,0.0114688838
4.37022,0.0114706202
4.37083,0.0114711989
4.37102,0.011473514
4.37096,0.0114740928
4.3712,0.0114764079
4.37106,0.0114769866
4.37101,0.0114793018
4.37108,0.0114798805
4.37075,0.0114810381
4.37062,0.0114833532
4.37069,0.0114839319
4.37044,0.0114850895
4.37085,0.0114856683
4.37088,0.011486247
4.37093,0.0114868258
4.37109,0.0114885621
4.37056,0.0114891409
4.37081,0.0114897196
4.37106,0.0114914559
4.37069,0.0114920347
4.3706,0.0114926135
4.37055,0.0114931923
4.37069,0.0114937711
4.3706,0.0114943498
4.37073,0.0114949286
4.37025,0.0114955074
4.3702,0.0114960861
4.37039,0.0114966649
4.37044,0.0114995588
4.37082,0.0115001376
4.37066,0.0115024526
4.37078,0.0115030314
4.37035,0.0115047677
4.3711,0.0115053465
4.37082,0.0115059253
4.37057,0.0115065041
4.3705,0.0115070828
4.37082,0.0115076616
4.371,0.0115082404
4.37043,0.0115093979
4.3704,0.0115099767
4.37029,0.0115163432
4.37012,0.0115169219
4.37042,0.0115175007
4.37035,0.0115180795
4.37045,0.011519237
4.37061,0.0115198158
4.3705,0.0115203946
4.371,0.0115227097
4.37081,0.0115232885
4.37055,0.011524446
4.3706,0.0115250248
4.37081,0.0115256035
4.37078,0.0115261823
4.37071,0.0115267611
4.3702,0.0115284974
4.3704,0.0115290762
4.3703,0.0115308125
4.37085,0.0115313913
4.37055,0.01153197
4.37052,0.0115325488
4.37055,0.0115331276
4.37078,0.0115342851
4.37046,0.0115348639
4.37069,0.0115354427
4.37052,0.0115360215
4.37069,0.0115366002
4.3704,0.011537179
4.37046,0.0115406516
4.3707,0.0115412304
4.37081,0.0115435455
4.37051,0.0115441243
4.37076,0.011544703
4.37057,0.0115452818
4.3704,0.0115458606
4.37076,0.0115464393
4.37081,0.0115470181
4.37074,0.0115475969
4.37061,0.0115481756
4.37074,0.0115487544
4.37081,0.011549912
4.37056,0.0115504908
4.37071,0.011557436
4.3712,0.0115673122
4.37078,0.0115678539
4.37075,0.0115684327
4.37025,0.0115690115
4.37031,0.0115713266
4.3708,0.0115719053
4.3703,0.0115724841
4.3704,0.0115730629
4.37054,0.0115736416
4.3704,0.0115742204
4.3706,0.0115776931
4.37045,0.0115788506
4.3706,0.0115794294
4.37078,0.0115800082
4.36992,0.0115805869
4.37062,0.0115811657
4.37078,0.011582902
4.37073,0.0115834808
4.37003,0.0115840595
4.37057,0.0115846383
4.37073,0.0115852171
4.37078,0.0115863746
4.37058,0.0115869534
4.37077,0.0115875322
4.37057,0.011588111
4.37077,0.0115886897
4.37078,0.0115898473
4.37101,0.011590426
4.37079,0.0115910048
4.37099,0.0115933199
4.37101,0.0115938987
4.37079,0.0115944775
4.37057,0.0115950562
4.37058,0.011595635
4.37079,0.0115962138
4.37097,0.0115967925
4.3708,0.0115973713
4.37045,0.0115991076
4.3708,0.0115996864
4.37097,0.0116002652
4.37106,0.011600844
4.3708,0.0116014227
4.37081,0.0116037378
4.37075,0.0116043166
4.37082,0.0116066317
4.37076,0.0116072105
4.37099,0.0116077892
4.3706,0.0116089468
4.37099,0.0116101043
4.3705,0.0116106831
4.37066,0.0116112618
4.37049,0.0116129982
4.37087,0.0116135769
4.3708,0.0116141557
4.37085,0.0116147345
4.371,0.0116164708
4.37102,0.0116170496
4.37059,0.0116176283
4.37065,0.0116182071
4.37043,0.0116205222
4.37051,0.011621101
4.37038,0.0116222585
4.37036,0.0116228373
4.3706,0.0116234161
4.37015,0.011672033
4.37038,0.0116726117
4.37031,0.0116731905
4.37021,0.0116749268
4.37069,0.0116755056
4.37031,0.0116760843
4.37056,0.0116766631
4.37077,0.0116783994
4.3709,0.0116789782
4.37069,0.011679557
4.37055,0.0116807145
4.37069,0.0116812933
4.37097,0.0116818721
4.3712,0.0116824509
4.37064,0.0116830296
4.37075,0.0116836084
4.37073,0.0116865023
4.37061,0.011687081
4.37051,0.0116882386
4.3703,0.0116888173
4.37031,0.0116893961
4.37019,0.01169229
4.3707,0.0116928688
4.37041,0.0116951839
4.37033,0.0116957626
4.37094,0.0117009716
4.37099,0.0117229649
4.37114,0.011743222
4.37085,0.0117681092
4.37108,0.0117727393
4.37134,0.0117744757
4.37083,0.0117814209
4.37085,0.0117819997
4.37088,0.011783736
4.37109,0.0117843148
4.37085,0.0117848936
4.37128,0.0117854723
4.3705,0.0117860511
